id,english,twi,source
15824,He comes here twice a week.,,verified_data
15825,Kwaku had trouble deciding what to do next.,,verified_data
15826,How much do you think I'll have to spend to get my car repaired?,,verified_data
15827,I got off lightly.,,verified_data
15828,I don't know who you want to see.,,verified_data
15829,I'd like to talk to you about what happened at school yesterday.,,verified_data
15830,His story sounds strange.,,verified_data
15831,Kwaku was never the same after that.,,verified_data
15832,He knows many amusing magic tricks.,,verified_data
15833,I can show the documents to you.,,verified_data
15834,Did you get my letter?,,verified_data
15835,I'll write you a letter.,,verified_data
15836,He worked far into the night.,,verified_data
15837,They saw us yesterday.,,verified_data
15838,I've got the car keys.,,verified_data
15839,Kwaku never said a word to me about it.,,verified_data
15840,Kwaku will kill again.,,verified_data
15841,This is twice as large as that.,,verified_data
15842,Can you help me find my keys?,,verified_data
15843,It was given to me by the Queen herself.,,verified_data
15844,There's no way off the island.,,verified_data
15845,I figured you might be busy now.,,verified_data
15846,She pushed the door shut.,,verified_data
15847,This building is made of stone.,,verified_data
15848,I ate on the bus.,,verified_data
15849,There were no railroads at that time in Japan.,,verified_data
15850,My father has many books.,,verified_data
15851,She has forgiven him.,,verified_data
15852,All of my friends like soccer.,,verified_data
15853,Please listen to what I have to say.,,verified_data
15854,Kwaku took off his coat and hung it over a chair.,,verified_data
15855,You can't be too careful when doing this experiment.,,verified_data
15856,He could not resist the temptation.,,verified_data
15857,"Kwaku drives a black car, right?",,verified_data
15858,Don't you like me?,,verified_data
15859,The train has just arrived here.,,verified_data
15860,"Would you stand up, please?",,verified_data
15861,"Kwaku is babbling, isn't he?",,verified_data
15862,Kwaku is my only real friend.,,verified_data
15863,Our school is fifty years old.,,verified_data
15864,He died the next day.,,verified_data
15865,My friend is seventeen.,,verified_data
15866,I agree with your opinion.,,verified_data
15867,This is neither new nor unknown.,,verified_data
15868,Can I use this dictionary of yours?,,verified_data
15869,I don't like your dad.,,verified_data
15870,I'm pretty sure Kwaku has already made up his mind.,,verified_data
15871,He who laughs last laughs best.,,verified_data
15872,This song sounds like one I heard a few minutes ago.,,verified_data
15873,Kwaku won't be successful.,,verified_data
15874,It was just as I thought.,,verified_data
15875,The train has not arrived yet.,,verified_data
15876,My uncle made me serve as interpreter.,,verified_data
15877,I'm not used to getting up early.,,verified_data
15878,I don't really understand this part.,,verified_data
15879,An important function of policemen is to catch thieves.,,verified_data
15880,We are tired of being treated like children.,,verified_data
15881,I am looking forward to seeing you again soon.,,verified_data
15882,"Be quiet, or the baby will wake up.",,verified_data
15883,A big wave turned over his canoe.,,verified_data
15884,Kwaku should be more careful not to bother Abena while she's working.,,verified_data
15885,What if you're wrong?,,verified_data
15886,The child threw a stone at the dog.,,verified_data
15887,I got the news from a reliable source.,,verified_data
15888,He's my half-brother.,,verified_data
15889,There is no escape.,,verified_data
15890,Who is your favorite rock singer?,,verified_data
15891,What he says is very important.,,verified_data
15892,She urged him to drive carefully.,,verified_data
15893,How long have you been teaching French?,,verified_data
15894,Please bring this gentleman a glass of beer.,,verified_data
15895,Something seems to be wrong with my computer.,,verified_data
15896,You should rest.,,verified_data
15897,"Although most islands in the ocean have been mapped, the ocean floor is generally unknown.",,verified_data
15898,You make mistakes if you do things in a hurry.,,verified_data
15899,She cremated him within 24 hours of his death.,,verified_data
15900,What conditions are attached?,,verified_data
15901,Come to lunch with us.,,verified_data
15902,I can't stay long. I have plans.,,verified_data
15903,Would you like to be considered for the job?,,verified_data
15904,Kwaku was told to abstain from smoking and drinking.,,verified_data
15905,The bridge connects the two cities.,,verified_data
15906,Ask the policeman.,,verified_data
15907,He is unable to do it.,,verified_data
15908,I wish I could have spoken French.,,verified_data
15909,Are you getting along with your neighbors?,,verified_data
15910,He himself went there.,,verified_data
15911,My sisters were cooking when I came home.,,verified_data
15912,"If so, it shouldn't be any problem at all, should it?",,verified_data
15913,What you're talking about is more important than how you say it.,,verified_data
15914,Over ten thousand messages are sent every second on Facebook.,,verified_data
15915,Kwaku ate the last piece of cake.,,verified_data
15916,Abena wants to paint her car bright blue.,,verified_data
15917,Some people felt trapped.,,verified_data
15918,Kwaku wants to marry Abena.,,verified_data
15919,I usually toss my loose change into my desk drawer.,,verified_data
15920,Will you sell your car to me?,,verified_data
15921,Do you know where Kwaku was hiding?,,verified_data
15922,He is a pleasant person.,,verified_data
15923,We were cooking tempura at that time.,,verified_data
15924,Do you like it with mayonnaise?,,verified_data
15925,These scissors don't cut well.,,verified_data
15926,Kwaku will be thirty in March.,,verified_data
15927,I am much obliged to you for your kind help.,,verified_data
15928,Kwaku thinks he's being shadowed by a private detective.,,verified_data
15929,She is a real beauty.,,verified_data
15930,I am gardening these days just to kill time.,,verified_data
15931,Kwaku will change.,,verified_data
15932,He is being kind today.,,verified_data
15933,"You've never heard of me, have you?",,verified_data
15934,It was a dream come true.,,verified_data
15935,I know how to solve the problem.,,verified_data
15936,The price tag is high.,,verified_data
15937,Think of your future.,,verified_data
15938,The hotel has a pleasant atmosphere.,,verified_data
15939,Any amount of money will do.,,verified_data
15940,Don't be a pig.,,verified_data
15941,My house is a long way from here.,,verified_data
15942,You need to believe in something.,,verified_data
15943,My joints ache when it gets cold.,,verified_data
15944,I thought you didn't want to talk about this now.,,verified_data
15945,There is more water than is needed.,,verified_data
15946,Get well soon!,,verified_data
15947,"As for me, I like chicken better than pork.",,verified_data
15948,Kwaku can speak French almost as well as he can speak Spanish.,,verified_data
15949,Is Kwaku always like this?,,verified_data
15950,Is someone in there?,,verified_data
15951,Kwaku dressed like a girl for Halloween.,,verified_data
15952,We like playing soccer.,,verified_data
15953,I hurried in order not to be late for school.,,verified_data
15954,Kwaku told Abena that she was being childish.,,verified_data
15955,Ten people were injured in the accident.,,verified_data
15956,He was always ready to help people in trouble.,,verified_data
15957,Is there anyone who can pronounce this word?,,verified_data
15958,Kwaku needs money.,,verified_data
15959,Kwaku doesn't remember what happened.,,verified_data
15960,I do not want to reject this claim.,,verified_data
15961,I went to the store to buy some shampoo and toothpaste.,,verified_data
15962,I'm sure Kwaku will be able to handle this job.,,verified_data
15963,Please take in the seams of the jacket a little.,,verified_data
15964,I will take over your job.,,verified_data
15965,An individual is the smallest unit of the society.,,verified_data
15966,She closed her diary slowly.,,verified_data
15967,They are very old.,,verified_data
15968,Is she staying at a hotel?,,verified_data
15969,Kwaku didn't follow Abena's advice.,,verified_data
15970,This is a free sample. It doesn't cost anything.,,verified_data
15971,Get me another lawyer.,,verified_data
15972,Kwaku hasn't called.,,verified_data
15973,He is responsible for it.,,verified_data
15974,"If it rains the day after tomorrow, I'll stay at home.",,verified_data
15975,"Sit down, Kwaku.",,verified_data
15976,Abena is exceptionally attractive.,,verified_data
15977,The man walking over there is our teacher.,,verified_data
15978,You ought to ask for your teacher's permission.,,verified_data
15979,The store closed down for good.,,verified_data
15980,I told you not to mention that in her presence.,,verified_data
15981,The sample is not pure enough.,,verified_data
15982,Where will we eat?,,verified_data
15983,It rained for the first time in ten days.,,verified_data
15984,I kept my mouth shut.,,verified_data
15985,We were surprised at the ease with which he solved the problem.,,verified_data
15986,Japanese young people like rock and jazz.,,verified_data
15987,Do you get along well with your new classmates?,,verified_data
15988,The blue lines on the map represent rivers.,,verified_data
15989,I don't know why I'm in a bad mood this morning.,,verified_data
15990,Does that make it any clearer?,,verified_data
15991,I owe Kwaku a great deal.,,verified_data
15992,Kwaku has to stay.,,verified_data
15993,I have what I want.,,verified_data
15994,She must have taken the wrong bus.,,verified_data
15995,Kwaku couldn't stay silent any longer.,,verified_data
15996,Kwaku couldn't control himself when he saw Abena kissing John.,,verified_data
15997,Kwaku insulted Abena. That's why she's so upset.,,verified_data
15998,Do you think Kwaku will forgive me?,,verified_data
15999,Do they speak French in Canada?,,verified_data
16000,They were disappointed that you could not come.,,verified_data
16001,It will soon be dark.,,verified_data
16002,He's writing a book now.,,verified_data
16003,Let's settle accounts.,,verified_data
16004,Kwaku has three girlfriends.,,verified_data
16005,"He drives a car, doesn't he?",,verified_data
16006,Kwaku knows just where to go.,,verified_data
16007,I'll drive you home.,,verified_data
16008,You need a lot of water.,,verified_data
16009,Kwaku asked Abena to help me.,,verified_data
16010,I was looking for something.,,verified_data
16011,She cried all night.,,verified_data
16012,I've never seen such a scatterbrain.,,verified_data
16013,My mom bought me this toy when I was 8.,,verified_data
16014,I don't go out much.,,verified_data
16015,The singer was killed by wild coyotes.,,verified_data
16016,She died of shock.,,verified_data
16017,That's why I asked.,,verified_data
16018,I wish to see my father.,,verified_data
16019,Kwaku lived in a trailer.,,verified_data
16020,When did you arrive there?,,verified_data
16021,Can you guess my age?,,verified_data
16022,They paid him to write a letter to the president.,,verified_data
16023,Is Kwaku cured?,,verified_data
16024,"To tell you the truth, this is a little too spicy for me.",,verified_data
16025,I'd like to return a car.,,verified_data
16026,She is over twenty.,,verified_data
16027,I didn't even know his name.,,verified_data
16028,Do you know anyone in Australia?,,verified_data
16029,Kwaku was a tank commander.,,verified_data
16030,I lied to Kwaku.,,verified_data
16031,I love Australia.,,verified_data
16032,The vote is unanimous.,,verified_data
16033,I don't trust women.,,verified_data
16034,Please push the table over this way.,,verified_data
16035,Improvements in technology helped them succeed.,,verified_data
16036,"Without water, we cannot exist.",,verified_data
16037,Who sent you?,,verified_data
16038,They lived on farms or in small towns.,,verified_data
16039,Kwaku could hardly understand what Abena said.,,verified_data
16040,Can I leave now?,,verified_data
16041,Now that's a problem.,,verified_data
16042,Kwaku shouldn't have come here.,,verified_data
16043,What do you think you're doing?,,verified_data
16044,I forgot to turn off the TV before going to bed.,,verified_data
16045,She's two years older than me.,,verified_data
16046,The school awarded Abena a prize.,,verified_data
16047,Kwaku saw some dead fish floating on the lake.,,verified_data
16048,Can you tell him from his brother?,,verified_data
16049,He will not listen to me.,,verified_data
16050,They dug up a box containing human remains.,,verified_data
16051,This animal is very clever.,,verified_data
16052,I know he is watching me.,,verified_data
16053,They refused to help us.,,verified_data
16054,"He asked me my age, my name, my address, and so forth.",,verified_data
16055,The party's just getting started.,,verified_data
16056,I have a good dictionary.,,verified_data
16057,He comes home almost every weekend.,,verified_data
16058,I didn't know you were a doctor.,,verified_data
16059,I can comfort her.,,verified_data
16060,I don't remember sending that text message.,,verified_data
16061,"The boy spilled the ink, but he didn't mean to.",,verified_data
16062,He saved her at the cost of his own life.,,verified_data
16063,What can I do to make you pay attention to me?,,verified_data
16064,She didn't have a brother.,,verified_data
16065,We cannot really predict anything.,,verified_data
16066,I work for an oil company.,,verified_data
16067,Kwaku has decided to sell his house.,,verified_data
16068,Do whatever you want.,,verified_data
16069,There is nothing funny about him.,,verified_data
16070,They had trouble finding the place.,,verified_data
16071,Kwaku leaned over and picked the coin up.,,verified_data
16072,I'll try to do it as fast as I can.,,verified_data
16073,She is in the kitchen because she's making dinner.,,verified_data
16074,Gold is much heavier than water.,,verified_data
16075,Kwaku doesn't like doing homework.,,verified_data
16076,This morning I got up too late to have breakfast.,,verified_data
16077,It was a new book.,,verified_data
16078,Kwaku tried to stop Abena from talking to John.,,verified_data
16079,Why didn't you stay with Kwaku?,,verified_data
16080,Her parents decided that she would play the cello.,,verified_data
16081,You have the right to consult a lawyer.,,verified_data
16082,How long will it stop there?,,verified_data
16083,We got an interesting piece of information.,,verified_data
16084,She refused to say more about that matter.,,verified_data
16085,There were many things that needed to be done before we could leave.,,verified_data
16086,I'm worried about him.,,verified_data
16087,Kwaku ate in silence.,,verified_data
16088,It's been seven years since we got married.,,verified_data
16089,I am writing a novel.,,verified_data
16090,We have to tell them something.,,verified_data
16091,I'm glad to see you.,,verified_data
16092,I'm very busy today.,,verified_data
16093,We're all sick of this.,,verified_data
16094,There's a bank in front of the hotel.,,verified_data
16095,He died recently.,,verified_data
16096,Kwaku walked into Abena's room.,,verified_data
16097,He saw the girl.,,verified_data
16098,A terrible thing happened last week.,,verified_data
16099,It was extremely weird.,,verified_data
16100,I might need to help Kwaku?,,verified_data
16101,Kwaku said he didn't drink coffee.,,verified_data
16102,What's the weather like in Boston?,,verified_data
16103,Every morning I read about the weather in the newspaper.,,verified_data
16104,You must not yield to temptation.,,verified_data
16105,I forgot to attach a stamp to the envelope.,,verified_data
16106,I would like to visit the Great Wall this year.,,verified_data
16107,I don't care what he says.,,verified_data
16108,I want to go wherever you go.,,verified_data
16109,I took a taxi to get there in time.,,verified_data
16110,He lives in a large house by himself.,,verified_data
16111,She got married when she was twenty-five.,,verified_data
16112,We were there.,,verified_data
16113,He was going to school.,,verified_data
16114,I'm not the only one who'll be doing that.,,verified_data
16115,He recovered his stolen wallet.,,verified_data
16116,"If you think that this is going to be easy, you're wrong.",,verified_data
16117,I'm never going to be able to do that by myself.,,verified_data
16118,We had a little water.,,verified_data
16119,Kwaku paid for it by credit card.,,verified_data
16120,Kwaku is in Abena's office.,,verified_data
16121,Kwaku's room is only slightly larger than Abena's.,,verified_data
16122,Teenagers must adapt to today's harsh realities.,,verified_data
16123,He isn't back from the mountain.,,verified_data
16124,How do I get to your office from Tokyo Station?,,verified_data
16125,You must get up at six.,,verified_data
16126,They heard gunfire.,,verified_data
16127,I don't doubt you.,,verified_data
16128,Kwaku had nothing to do with that mess.,,verified_data
16129,Kwaku told the police he had been framed.,,verified_data
16130,Kwaku doesn't quite agree with Abena.,,verified_data
16131,There was no other choice but to abandon the entire project.,,verified_data
16132,It is not easy to speak English.,,verified_data
16133,Kwaku found a wallet on the sidewalk.,,verified_data
16134,She lay awake for hours thinking about him.,,verified_data
16135,There was nothing Kwaku could do to help Abena.,,verified_data
16136,"If you have something to say, say it.",,verified_data
16137,Kwaku isn't a tourist.,,verified_data
16138,Everyone needs to do this.,,verified_data
16139,He has a camera.,,verified_data
16140,Kwaku buttered a slice of bread.,,verified_data
16141,The well ran dry.,,verified_data
16142,Just put yourself in my shoes.,,verified_data
16143,It's not something anyone can do.,,verified_data
16144,I could not attend the meeting.,,verified_data
16145,Is it something important?,,verified_data
16146,I try to be aggressive.,,verified_data
16147,I don't know exactly.,,verified_data
16148,This is totally worthless.,,verified_data
16149,Don't you have a pen?,,verified_data
16150,Kwaku doesn't like school.,,verified_data
16151,He wants to come.,,verified_data
16152,I tried to write him.,,verified_data
16153,I'm very glad to see you again.,,verified_data
16154,"After his accident, he is happy to be alive.",,verified_data
16155,The yield on the bond is 6%.,,verified_data
16156,I had to show Kwaku something.,,verified_data
16157,I've searched everywhere for a small apartment.,,verified_data
16158,I make the rules.,,verified_data
16159,"Is there a book in the desk? ""No, there isn't.""",,verified_data
16160,He seems to know us.,,verified_data
16161,All you have to do is apologize for being late.,,verified_data
16162,Now it's time to start studying.,,verified_data
16163,Norwegian is the official language of Norway.,,verified_data
16164,I felt exactly the same way.,,verified_data
16165,I thought Kwaku would let me go.,,verified_data
16166,I'll show you the city.,,verified_data
16167,He argued that the new policy was bound to drive the economy into recession.,,verified_data
16168,I have nothing to do with their troubles.,,verified_data
16169,Plans for a new trade zone are still on the drawing board.,,verified_data
16170,What time does the bus leave?,,verified_data
16171,The train arrived in London.,,verified_data
16172,A DNA test showed she was innocent.,,verified_data
16173,I like L.A. better.,,verified_data
16174,What's the point in doing that?,,verified_data
16175,You have many friends.,,verified_data
16176,They go to the movies together once in a while.,,verified_data
16177,I want you to be honest with me.,,verified_data
16178,He never visits us without bringing some presents for my children.,,verified_data
16179,My income is twice as large as yours is.,,verified_data
16180,It's open to negotiation.,,verified_data
16181,He has long legs.,,verified_data
16182,He is fed up with my problems.,,verified_data
16183,I would rather not go to school today.,,verified_data
16184,I've got to remember to return this money to him.,,verified_data
16185,I tried to help.,,verified_data
16186,The radio was plugged in.,,verified_data
16187,China is much bigger than Japan.,,verified_data
16188,He assumed a new identity.,,verified_data
16189,Are you happy with your new job?,,verified_data
16190,It doesn't matter whether your answer is right or wrong.,,verified_data
16191,Kwaku and Abena played music together all evening.,,verified_data
16192,What have you done with my pen? It was here a minute ago.,,verified_data
16193,Two against one is not a fair fight.,,verified_data
16194,Why don't you wear a dress?,,verified_data
16195,He put on his coat and left the house.,,verified_data
16196,This contest is fixed.,,verified_data
16197,I just want to go back.,,verified_data
16198,I don't know how you did it.,,verified_data
16199,He was standing on the floor.,,verified_data
16200,Kwaku got into a fight with the people who were staring at him.,,verified_data
16201,I don't know for sure.,,verified_data
16202,All of us want to live as long as possible.,,verified_data
16203,Can I try it on?,,verified_data
16204,I'm not certain.,,verified_data
16205,I like swimming.,,verified_data
16206,Is it far from here?,,verified_data
16207,Kwaku had a good reason for not going.,,verified_data
16208,Which season do you like the best?,,verified_data
16209,Tell Kwaku to write me.,,verified_data
16210,She was almost late for school.,,verified_data
16211,I'm going up the stairs.,,verified_data
16212,I do exercises in the morning.,,verified_data
16213,Do it this way.,,verified_data
16214,There are many bridges in this city.,,verified_data
16215,They're with me.,,verified_data
16216,I just can't help myself.,,verified_data
16217,He will be ruined for life.,,verified_data
16218,That sounds amazing.,,verified_data
16219,"Which do you like better, this or that?",,verified_data
16220,Kwaku spends too much time on the computer.,,verified_data
16221,I've never been to a zoo.,,verified_data
16222,I had already eaten before I arrived at the party.,,verified_data
16223,Hand it to him.,,verified_data
16224,Kwaku didn't do that right.,,verified_data
16225,What was Kwaku's reaction?,,verified_data
16226,We need to get rid of all this stuff.,,verified_data
16227,The police will never find us.,,verified_data
16228,His behavior is worthy of praise.,,verified_data
16229,Could I help you?,,verified_data
16230,Kwaku is in the kitchen making tea.,,verified_data
16231,Kwaku always loses.,,verified_data
16232,It was a beautiful wedding.,,verified_data
16233,I've warned you over and over again not to do it.,,verified_data
16234,She insisted on my seeing the doctor.,,verified_data
16235,Kwaku wondered how soon Abena would have dinner ready.,,verified_data
16236,Do you really want to quit your job?,,verified_data
16237,Why would you want Kwaku to do that?,,verified_data
16238,We didn't know what to do next.,,verified_data
16239,My knowledge of German is poor.,,verified_data
16240,Kwaku was up all night.,,verified_data
16241,I never should've kissed Kwaku's girlfriend.,,verified_data
16242,I always believe you.,,verified_data
16243,Can I buy that from you?,,verified_data
16244,We will have some guests tomorrow.,,verified_data
16245,Look at what Abena is doing.,,verified_data
16246,Can I go home now?,,verified_data
16247,Is there anywhere you want to go?,,verified_data
16248,English is used by many people.,,verified_data
16249,I'll make an effort to complete the work today.,,verified_data
16250,I saw a girl whose hair came down to her waist.,,verified_data
16251,My grandfather has never consulted a doctor in his life.,,verified_data
16252,I need to find Kwaku now.,,verified_data
16253,She heard him sing.,,verified_data
16254,One of the bulls pushed the fence down.,,verified_data
16255,I said thanks.,,verified_data
16256,She killed herself at the age of thirty.,,verified_data
16257,Kwaku opened the box.,,verified_data
16258,Do you have your passport?,,verified_data
16259,I am the happiest man on earth.,,verified_data
16260,Kwaku is the only one of us who isn't Canadian.,,verified_data
16261,She is a beauty.,,verified_data
16262,Kwaku showed interest in the plan.,,verified_data
16263,Nobody noticed that she was absent until the meeting ended.,,verified_data
16264,I saw Kwaku in the mirror so I turned around and said hi.,,verified_data
16265,I like coffee hot.,,verified_data
16266,There isn't any hope.,,verified_data
16267,They say he's the richest person in the city.,,verified_data
16268,"Whenever I hear this song, I think of his smile.",,verified_data
16269,I agree with you completely.,,verified_data
16270,He admitted that he was guilty.,,verified_data
16271,We need more workers.,,verified_data
16272,Kwaku wants the best.,,verified_data
16273,Kwaku should've danced with Abena.,,verified_data
16274,Kwaku asked Abena a rather difficult question.,,verified_data
16275,I am laughing at Kwaku.,,verified_data
16276,Kwaku is planning a trip.,,verified_data
16277,That box is too small to hold all these things.,,verified_data
16278,He kindly answered the question.,,verified_data
16279,I have already changed my clothes.,,verified_data
16280,Kwaku is still a bachelor.,,verified_data
16281,I need a good dictionary.,,verified_data
16282,We did it together.,,verified_data
16283,He is very careful.,,verified_data
16284,Why don't you and Kwaku get something to eat?,,verified_data
16285,Where are you right now?,,verified_data
16286,No smoking is allowed at this train station.,,verified_data
16287,Kwaku thought he was going to enjoy the party.,,verified_data
16288,I asked Kwaku if I could talk to him in private.,,verified_data
16289,Abena was able to swim across the river.,,verified_data
16290,I'm not proud of it.,,verified_data
16291,Your prophecy has come true.,,verified_data
16292,Raise your hand before you answer.,,verified_data
16293,What did you give me?,,verified_data
16294,Don't worry about it.,,verified_data
16295,I will try next week.,,verified_data
16296,I had almost finished my work when she came.,,verified_data
16297,This is the calm before the storm.,,verified_data
16298,Don't forget to pick me up at 6 o'clock tomorrow.,,verified_data
16299,I don't feel like drinking vodka.,,verified_data
16300,May I ask why it is that you don't want to talk about it?,,verified_data
16301,"Kwaku is very observant, isn't he?",,verified_data
16302,How many people are in this room?,,verified_data
16303,The story ends with his death.,,verified_data
16304,I'm just kidding.,,verified_data
16305,Some stars began to appear in the night sky.,,verified_data
16306,I need some time to think about it.,,verified_data
16307,I love dogs.,,verified_data
16308,My name is known by everyone in our town.,,verified_data
16309,I have some gifts.,,verified_data
16310,Among the guests invited to the party were two foreign ladies.,,verified_data
16311,He headed out to the country.,,verified_data
16312,I should visit Boston.,,verified_data
16313,What are we waiting for?,,verified_data
16314,The noise bothers me.,,verified_data
16315,I need to renew my ID card.,,verified_data
16316,It is our duty to help them.,,verified_data
16317,Don't leave me here.,,verified_data
16318,How did you make it?,,verified_data
16319,I'm leaving it to you.,,verified_data
16320,Tokyo Station is the third stop.,,verified_data
16321,What's your favorite food?,,verified_data
16322,My brother's room is always a mess.,,verified_data
16323,Kwaku and Abena are drunk.,,verified_data
16324,This flower smells nice.,,verified_data
16325,Our committee consists of ten members.,,verified_data
16326,It doesn't matter whether you come or not.,,verified_data
16327,I prayed that my father would forgive me.,,verified_data
16328,The people in the other room are speaking French.,,verified_data
16329,Kwaku knew about the surprise party all along.,,verified_data
16330,They live in constant fear.,,verified_data
16331,Kwaku needs training.,,verified_data
16332,The earth rotates.,,verified_data
16333,It was dark blue.,,verified_data
16334,That's a good idea!,,verified_data
16335,He's a reckless young fellow.,,verified_data
16336,What do you call this vegetable in English?,,verified_data
16337,I was kept waiting for nearly half an hour.,,verified_data
16338,They heard it on the radio.,,verified_data
16339,This is just wrong.,,verified_data
16340,Kwaku needs your support.,,verified_data
16341,I'm looking forward to coming over to your place to eat.,,verified_data
16342,How high can you jump?,,verified_data
16343,"In other words, he betrayed us.",,verified_data
16344,He has ten children.,,verified_data
16345,Can we postpone the trip?,,verified_data
16346,He took me by the arm and looked me in the eye.,,verified_data
16347,I was listening.,,verified_data
16348,"If you want to talk, let's talk.",,verified_data
16349,Kwaku was my best friend when I was a kid.,,verified_data
16350,Kwaku started crying.,,verified_data
16351,I was all ears.,,verified_data
16352,Kwaku got shot.,,verified_data
16353,I just want to rest.,,verified_data
16354,You're way too late.,,verified_data
16355,All you have to do is sweep the floor.,,verified_data
16356,"I may not know a lot, but I do know that Kwaku doesn't know what he's talking about.",,verified_data
16357,"Kwaku, don't die.",,verified_data
16358,Her hobby was collecting old coins.,,verified_data
16359,I was in Tokyo yesterday.,,verified_data
16360,Technology solved many of the problems.,,verified_data
16361,They arranged the furniture badly.,,verified_data
16362,They were not amused.,,verified_data
16363,Those colors go well together.,,verified_data
16364,Kwaku adds a little money to his savings account each month.,,verified_data
16365,It's a pity that he can't get married to her.,,verified_data
16366,The earth moves around the sun.,,verified_data
16367,"Wherever you go, you will find the same thing.",,verified_data
16368,I like white roses better than red ones.,,verified_data
16369,I heard a shout and then a crash.,,verified_data
16370,He had to undergo an operation immediately after his fall.,,verified_data
16371,She was the first one to help him.,,verified_data
16372,We will welcome whoever wants to come to the party.,,verified_data
16373,You may not like what you hear.,,verified_data
16374,I wish I had more friends.,,verified_data
16375,I didn't want to look stupid.,,verified_data
16376,When do you drink coffee?,,verified_data
16377,Your tie looks good.,,verified_data
16378,I wonder if Kwaku can hear us.,,verified_data
16379,Let me know what you find out.,,verified_data
16380,I can't talk with my father without losing my temper.,,verified_data
16381,What do Chinese people have for breakfast?,,verified_data
16382,Kwaku doesn't think that Abena is at home.,,verified_data
16383,The tiger was killed.,,verified_data
16384,Kwaku spends a lot of time with Abena.,,verified_data
16385,Let's focus on getting this done.,,verified_data
16386,Kwaku may not want to go.,,verified_data
16387,There won't be a next time.,,verified_data
16388,There are too many ads on YouTube.,,verified_data
16389,I couldn't anticipate that that would happen.,,verified_data
16390,I may be able to find it.,,verified_data
16391,Kwaku looks genuinely interested.,,verified_data
16392,That was an awful day.,,verified_data
16393,Let me show you something.,,verified_data
16394,I wish I could figure out how to get my car painted without paying a lot of money.,,verified_data
16395,Kwaku was in a hurry.,,verified_data
16396,"Kwaku doesn't want to study French, but he has to.",,verified_data
16397,What do you remember?,,verified_data
16398,"If I hadn't had his help, I would be dead.",,verified_data
16399,What made you come here?,,verified_data
16400,Kwaku has long hair.,,verified_data
16401,You'd better not tell Kwaku.,,verified_data
16402,Kwaku will get back soon.,,verified_data
16403,Kwaku took a nap for thirty minutes.,,verified_data
16404,It won't cost much.,,verified_data
16405,Whoever wants the book may have it.,,verified_data
16406,This bird can't fly.,,verified_data
16407,Kwaku decided to tell Abena that he loved her.,,verified_data
16408,She was looking at me.,,verified_data
16409,When did you start studying Latin?,,verified_data
16410,I am not too tired.,,verified_data
16411,I have finished cleaning my room.,,verified_data
16412,Somebody told me that I shouldn't trust you.,,verified_data
16413,Kwaku refused to go to the hospital.,,verified_data
16414,He had the misfortune to lose all his money.,,verified_data
16415,Kwaku wanted to wait for the next bus.,,verified_data
16416,"We often do what we have to do, not what we want to do.",,verified_data
16417,"Now I have a headache, too.",,verified_data
16418,I gave some water to the dogs.,,verified_data
16419,I go shopping every morning.,,verified_data
16420,I really wish I knew where Kwaku put my briefcase.,,verified_data
16421,I've forgotten your number.,,verified_data
16422,We love the system.,,verified_data
16423,He advised us against doing it.,,verified_data
16424,The money on the table isn't mine.,,verified_data
16425,"If two men always have the same opinion, one of them is unnecessary.",,verified_data
16426,"I don't need to do that, but I will.",,verified_data
16427,I need a week.,,verified_data
16428,Kwaku is guilty.,,verified_data
16429,He knew he could not win.,,verified_data
16430,What's your name?,,verified_data
16431,Are you cold?,,verified_data
16432,Kwaku didn't know how much he had drunk.,,verified_data
16433,My wife is cooking.,,verified_data
16434,Kwaku had to give up his dream.,,verified_data
16435,Japan is to the east of China.,,verified_data
16436,A book can be compared to a friend.,,verified_data
16437,Some dog owners wonder if they are feeding their dogs enough.,,verified_data
16438,Would you like to see some photos of my trip?,,verified_data
16439,I like playing sports.,,verified_data
16440,They were listening to the radio.,,verified_data
16441,This soup tastes like fish.,,verified_data
16442,I have left my umbrella in a bus.,,verified_data
16443,He parked his car behind the building.,,verified_data
16444,You guys are wrong.,,verified_data
16445,When did Kwaku get here?,,verified_data
16446,Keep to the left when driving.,,verified_data
16447,Kwaku came into the room without knocking on the door.,,verified_data
16448,He's gone into hiding.,,verified_data
16449,I didn't even know that existed.,,verified_data
16450,Farmers always complain about the weather.,,verified_data
16451,"I know Kwaku's hiding something, but I don't know what.",,verified_data
16452,She looks very happy today.,,verified_data
16453,I have never fed my dog a banana.,,verified_data
16454,I don't believe one word of it.,,verified_data
16455,She asked him to open the window.,,verified_data
16456,I am hungry because I did not have breakfast.,,verified_data
16457,Kwaku's novel has been translated into French.,,verified_data
16458,She was raised in France.,,verified_data
16459,I'm not here to make friends.,,verified_data
16460,Now I understand.,,verified_data
16461,This amount includes tax.,,verified_data
16462,Kwaku said he was Canadian.,,verified_data
16463,Can any of this be true?,,verified_data
16464,Kwaku doesn't care whether Abena stays or goes.,,verified_data
16465,Kwaku currently teaches English in Japan.,,verified_data
16466,I want a boyfriend.,,verified_data
16467,Give me the book.,,verified_data
16468,Kwaku was the only one who didn't laugh at Abena's joke.,,verified_data
16469,He was impatient to see his daughter.,,verified_data
16470,Everybody in the picture is smiling happily.,,verified_data
16471,It took the police a lot of time to get to the island.,,verified_data
16472,It may possibly be fine tomorrow.,,verified_data
16473,He and his friend sat on the bench.,,verified_data
